label,message
0,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
0,Senthil group company Apnt 5pm.
0,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
0,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
0,"Bill, as in: Are there any letters for me. iâm expecting one from orange that isnât a bill but may still say orange on it."
0,Oh that was a forwarded message. I thought you send that to me
0,"Haha yeah, 2 oz is kind of a shitload"
0,Some of them told accenture is not confirm. Is it true.
0,Oh you got many responsibilities.
1,100 dating service cal;l 09064012103 box334sk38ch
0,Love you aathi..love u lot..
0,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
0,"As usual..iam fine, happy &amp; doing well..:)"
0,"Total disappointment, when I texted you was the craziest shit got :("
0,Cant think of anyone with * spare room off * top of my head
0,What he said is not the matter. My mind saying some other matter is there.
0,Today am going to college so am not able to atten the class.
0,Super msg da:)nalla timing.
0,I've told you everything will stop. Just dont let her get dehydrated.
0,Oh baby of the house. How come you dont have any new pictures on facebook
0,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
0,I am great! How are you?
0,Don know..he is watching film in computer..
0,"Right on brah, see you later"
1,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
0,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?
0,"Goodmorning, today i am late for 1hr."
0,Thanks for ve lovely wisheds. You rock
0,Now press conference da:)
0,I'll probably be around mu a lot
0,Bugis oso near wat...
0,No. Did you multimedia message them or e-mail?
0,I am waiting machan. Call me once you free.
1,Sorry I missed your call let's talk when you have the time. I'm on 07090201529
0,Wat r u doing now?
0,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
0,Heehee that was so funny tho
0,Sleeping nt feeling well
0,I can send you a pic if you like :)
0,Dai  &lt;#&gt;  naal eruku.
0,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
0,Hows the champ just leaving glasgow!
0,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala"
0,"Lol you forgot it eh ? Yes, I'll bring it in babe"
0,Hey so whats the plan this sat?
0,Hey. You got any mail?
0,"G says you never answer your texts, confirm/deny"
0,Watching telugu movie..wat abt u?
0,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
1,WINNER!! As a valued network customer you have been selected to receivea Â£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
0, what number do u live at? Is it 11?
0,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
0,Dear we got  &lt;#&gt;  dollars hi hi
0,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
0,But am going to college pa. What to do. are else ill come there it self. Pa.
0,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
0,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;"
0,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
0,Are you wet right now?
0,Men like shorter ladies. Gaze up into his eyes.
1,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!"
0,Ok...
0,Donât give a flying monkeys wot they think and I certainly donât mind. Any friend of mine and all that!
0,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
0,No shoot me. I'm in the docs waiting room. :/
0,Your right! I'll make the appointment right now.
1,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app
0,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
0,I'm gonna rip out my uterus.
0,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
0,Sure! I am driving but will reach my destination soon.
0,Ha... U jus ate honey ar? So sweet...
0,How much did ur hdd casing cost.
0,No. I.ll meet you in the library
0,Ok...
1,PRIVATE! Your 2003 Account Statement for 078
0,Ya very nice. . .be ready on thursday
0,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
1,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or Â£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
1,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
1,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
0,Depends on where u going lor.
0,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
0,See you there!
0,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
0,yay! finally lol. i missed our cinema trip last week :-(
0,I thk Ã¼ gotta go home by urself. Cos i'll b going out shopping 4 my frens present.
0,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
0,You are a very very very very bad girl. Or lady.
0,Tell dear what happen to you. Why you talking to me like an alian
0,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. Â£1.50 SP:Tyrone
0,You are not bothering me but you have to trust my answers. Pls.
1,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
1,"Final Chance! Claim ur Â£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Subs 16"
0,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
0,My battery is low babe
0,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever...."
0,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
0,Its a part of checking IQ
1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
0,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
0,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
0,What's ur pin?
0,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
0,here is my new address -apples&pairs&all that malarky
0,Dont pick up d call when something important is There to tell. Hrishi
0,Boo what time u get out? U were supposed to take me shopping today. :(
0,Ok. How many should i buy.
0,ARR birthday today:) i wish him to get more oscar.
0,His bday real is in april .
0,Oooh bed ridden ey? What are YOU thinking of?
0,Ya had just now.onion roast.
0,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
0,Did u find out what time the bus is at coz i need to sort some stuff out.
0,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
1,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
0,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ã got a lot of work ar?
0,Aiyo please Ã¼ got time meh.
0,Still work going on:)it is very small house.
0,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
0,Thanks honey. Have a great day.
0,Haf u eaten? Wat time u wan me 2 come?
1,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
0,If u sending her home first it's ok lor. I'm not ready yet.
0,So that takes away some money worries
0,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
0,I dun believe u. I thk u told him.
0,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
0,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
0,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning"
0,"Not really dude, have no friends i'm afraid :("
0,"Okey dokey, iâll be over in a bit just sorting some stuff out."
0,"Usf I guess, might as well take 1 car"
0,"Sir, I need Velusamy sir's date of birth and company bank facilities details."
0,Lmao. Take a pic and send it to me.
0,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?
0,Nope i'm not drivin... I neva develop da photos lei...
0,Nothing just getting msgs by dis name wit different no's..
0,Super da:)good replacement for murali
1,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
0,"K I'll head out in a few mins, see you there"
0,I accidentally deleted the message. Resend please.
0,When you came to hostel.
0,I absolutely LOVE South Park! I only recently started watching the office.
0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
1,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!"
0,Then why no one talking to me
0,Have you seen who's back at Holby?!
0,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same."
0,U too...
0,Sindu got job in birla soft ..
0,So why didnt you holla?
0,Ill be there on  &lt;#&gt;  ok.
0,Goodnight da thangam I really miss u dear.
0,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
0,U guys never invite me anywhere :(
0,"Sorry, I'll call later"
0,Can you say what happen
0,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
0,Spoons it is then okay?
0,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
0,I always chat with you. In fact i need money can you raise me?
0,Wake me up at  &lt;#&gt;  am morning:)
0,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
0,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
0,Happy birthday... May all ur dreams come true...
1,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
1,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a Â£150 prize. To collect is easy. Just call 09061743386
0,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK 'MORROW. C U THIS WK? WHO WAS THE MSG 4? Â RANDOM!
0,THANX 4 PUTTIN DA FONE DOWN ON ME!!
0,Am going to take bath ill place the key in window:-)
0,I luv u soo much u don't understand how special u r 2 me ring u 2morrow luv u xxx
0,Oh really?? Did you make it on air? What's your talent?
0,I'm in town now so i'll jus take mrt down later.
0,"Well, i'm gonna finish my bath now. Have a good...fine night."
1,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
0,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
0,"It's wylie, you in tampa or sarasota?"
0,No calls..messages..missed calls
0,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
0,Ryder unsold.now gibbs.
0,I'm done. C Ã¼ there.
0,We have to pick rayan macleran there.
0,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh"""
0,That's significant but dont worry.
0,"Its good, we'll find a way"
0,Oh ok i didnt know what you meant. Yep i am baby jontin
0,Early bird! Any purchases yet?
0,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
0,Ok. I asked for money how far
0,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
0,Anything lor if they all go then i go lor...
0,Where in abj are you serving. Are you staying with dad or alone.
0,Moji i love you more than words. Have a rich day
0,Friends that u can stay on fb chat with
0,Oh my God. I'm almost home
0,Going to join tomorrow.
1,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
0,Glad to see your reply.
0,Ã give me some time to walk there.
0,K..k.:)congratulation ..
0,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
0,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
0,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
0,"Sir Goodmorning, Once free call me."
0,Mm you ask him to come its enough :-)
0,"Aight, lemme know what's up"
0,"Yeah, give me a call if you've got a minute"
0,Mmm so yummy babe ... Nice jolt to the suzy
0,"Maybe westshore or hyde park village, the place near my house?"
0,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
0,I see a cup of coffee animation
0,K...k:)why cant you come here and search job:)
1,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
0,Only once then after ill obey all yours.
0,Noice. Text me when you're here
0,Hmm ill have to think about it... ok you're forgiven! =D
0,S now only i took tablets . Reaction morning only.
0,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
0,"Yes, princess. Are you going to make me moan?"
0,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
0,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
0,Well i know Z will take care of me. So no worries.
0,Are you still getting the goods.
0,Stupid.its not possible
0,Are you still playing with gautham?
0,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
0,Chk in ur belovd ms dict
0,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
1,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ãº1.20 POBOXox36504W45WQ 16+"
0,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
0,This pay is  &lt;DECIMAL&gt;  lakhs:)
0,Easy ah?sen got selected means its good..
0,I cant pick the phone right now. Pls send a message
0,I am literally in bed and have been up for like  &lt;#&gt;  hours
0,I will be outside office take all from there
0,K k:) sms chat with me.
0,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
1,"""URGENT! This is the 2nd attempt to contact U!U have WON Â£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxÂ£7. 50"""
0,Get ready for  &lt;#&gt;  inches of pleasure...
0,What time. Iâm out until prob 3 or so
0,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
0,Yup... I havent been there before... You want to go for the yoga? I can call up to book
0,Shall i send that exe to your mail id.
0,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
0,Hows that watch resizing
1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
0,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."
0,Dad went out oredi...
0,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
1,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
0,I cant pick the phone right now. Pls send a message
0,ARE YOU IN TOWN? THIS IS V. IMPORTANT
0,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
0,Tired. I haven't slept well the past few nights.
0,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
0,I dont want to hear philosophy. Just say what happen
0,How much for an eighth?
0,I'm home...
1,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
0,Do u noe wat time e place dat sells 4d closes?
0,Buy one egg for me da..please:)
0,U should have made an appointment
0,S:)but he had some luck.2 catches put down:)
0,Yes.. now only saw your message..
0,Yup... How Ã¼ noe leh...
0,Eatin my lunch...
0,Hey gals...U all wanna meet 4 dinner at nÃ¬te?
0,I'm at home n ready...
0,Can you pls send me that company name. In saibaba colany
0,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
0,"Sir, i am waiting for your call."
0,Gud mrng dear hav a nice day
0,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
0,Then Ã¼ come n pick me at 530 ar?
0,No. But we'll do medical missions to nigeria
0,"Sorry, I can't help you on this."
0,I'm at work. Please call
0,Dont know you bring some food
0,I like to talk pa but am not able to. I dont know y.
0,K.k.this month kotees birthday know?
0,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
0,"Yeah I should be able to, I'll text you when I'm ready to meet up"
0,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
0,Gud mrng dear hav a nice day
0,I can't describe how lucky you are that I'm actually awake by noon
0,Pls she needs to dat slowly or she will vomit more.
0,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .
1,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
0,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
1,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
0,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
1,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
0,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
0,Me i'm not workin. Once i get job...
1,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
0,Printer is cool. I mean groovy. Wine is groovying
0,Otherwise had part time job na-tuition..
0,Do you hide anythiing or keeping distance from me
0,You still at grand prix?
1,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
0,10 min later k...
0,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
1,"This is the 2nd time we have tried 2 contact u. U have won the Â£750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
0,Hui xin is in da lib.
0,"Not much, just some textin'. How bout you?"
0,Then Ã¼ ask dad to pick Ã¼ up lar... Ã wan 2 stay until 6 meh...
1,"Loan for any purpose Â£500 - Â£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
1,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p pÂ£3.99
0,Ã dun need to pick ur gf?
0,S:-)kallis wont play in first two odi:-)
0,hanks lotsly!
0,Hmmm.but you should give it on one day..
0,No i am not having not any movies in my laptop
0,Ok c Ã¼ then.
0,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
0,Lol that's different. I don't go trying to find every real life photo you ever took.
1,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
0,I accidentally brought em home in the box
0,Then Ã¼ wait 4 me at bus stop aft ur lect lar. If i dun c Ã¼ then i go get my car then come back n pick Ã¼.
0,Ok then u tell me wat time u coming later lor.
0,Went to pay rent. So i had to go to the bank to authorise the payment.
0,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
0,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
0,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
0,So what about you. What do you remember
0,Yes its possible but dint try. Pls dont tell to any one k
0,Our Prasanth ettans mother passed away last night. Just pray for her and family.
0,Lol yeah at this point I guess not
0,Wif my family booking tour package.
0,Hey do you want anything to buy:)
0,Then she buying today? Ã no need to c meh...
0,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
0,Ã bot notes oredi... Cos i juz rem i got...
0,Is ur paper today in e morn or aft?
0,Ofcourse I also upload some songs
0,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
0,"Haha, that was the first person I was gonna ask"
0,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO
0,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
0,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know."
0,Or I guess  &lt;#&gt;  min
0,Ok thanx... Take care then...
1,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
0,I tagged MY friends that you seemed to count as YOUR friends.
0,(That said can you text him one more time?)
0,"Sorry, got a late start, we're on the way"
0,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
1,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
0,Pathaya enketa maraikara pa'
0,No probably  &lt;#&gt; %.
1,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
0,Can not use foreign stamps in this country.
0,How would my ip address test that considering my computer isn't a minecraft server
0,When you guys planning on coming over?
0,Are you coming to day for class.
0,"sorry brah, just finished the last of my exams, what up"
0,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
0,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
0,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
0,"Hi elaine, is today's meeting confirmed?"
0,K.k..how is your sister kids?
0,Anytime...
0,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
1,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
0,Ok I'm gonna head up to usf in like fifteen minutes
0,645
0,Now got tv 2 watch meh? U no work today?
0,No. Thank you. You've been wonderful
1,"Think ur smart ? Win Â£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
0,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
0,I place all ur points on e cultures module already.
1,Reply to win Â£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
0,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
0,Or remind me in a few hrs.
0,May i call You later Pls
1,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
